,Id,Cantidad_Victimas,Fecha,Anio,Mes,Dia,Hora,Franja_Horaria,Lugar_Hecho,Tipo_Calle,Calle,Altura,Barrio,Coordenada x,Coordenada y,Participantes,Victima,Acusado,Hora del día,Dia_Semana,Tipo_Dia
32,20160045,1,2016-04-11,2016,4,11,10:25:00,Mañana,AV GRAL PAZ Y AV DEL LIBERTADOR,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,13,-58.46743471,-34.53476874,MOTO-SD,MOTO,SD,10,Monday,Dia_de_Semana
33,20160047,1,2016-04-15,2016,4,15,05:30:00,Madrugada,LIMA 1483,CALLE,LIMA,1483.0,1,-58.38247061,-34.62571878,PEATON-PASAJEROS,PEATON,PASAJEROS,5,Friday,Dia_de_Semana
34,20160048,1,2016-04-15,2016,4,15,17:40:00,Tarde,AV. CORRIENTES Y AV. DORREGO,AVENIDA,CORRIENTES AV.,cruce_de_calles,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS,17,Friday,Dia_de_Semana
35,20160049,1,2016-04-17,2016,4,17,00:00:00,Madrugada,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,cruce_de_calles,4,-58.37714647568196,-34.63657525428238,SD-SD,SD,SD,0,Sunday,Fin_de_Semana
36,20160050,1,2016-04-19,2016,4,19,09:50:00,Mañana,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,"GORDILLO, TIMOTEO",cruce_de_calles,8,-58.47305463,-34.68550712,PEATON-PASAJEROS,PEATON,PASAJEROS,9,Tuesday,Dia_de_Semana
37,20160051,1,2016-04-20,2016,4,20,04:00:00,Madrugada,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,"ALCORTA, AMANCIO AV.",cruce_de_calles,4,-58.40623949,-34.65076549,MOTO-CARGAS,MOTO,CARGAS,4,Wednesday,Dia_de_Semana
38,20160052,1,2016-04-20,2016,4,20,20:00:00,Noche,AUTOPISTA LUGONES PK 10000,AUTOPISTA,"LUGONES, LEOPOLDO AV.",cruce_de_calles,13,.,.,MOTO-SD,MOTO,SD,20,Wednesday,Dia_de_Semana
39,20160053,1,2016-04-22,2016,4,22,09:30:00,Mañana,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,TRIUNVIRATO AV.,cruce_de_calles,12,-58.48429180,-34.57558053,PEATON-PASAJEROS,PEATON,PASAJEROS,9,Friday,Dia_de_Semana
40,20160054,1,2016-04-23,2016,4,23,21:00:00,Noche,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,cruce_de_calles,8,-58.48695354,-34.68795245,MOTO-MOTO,MOTO,MOTO,21,Saturday,Fin_de_Semana
41,20160055,1,2016-04-25,2016,4,25,20:30:00,Noche,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,"CASTILLA, RAMON, MARISCAL",cruce_de_calles,14,-58.40021959,-34.57964781,PEATON-CARGAS,PEATON,CARGAS,20,Monday,Dia_de_Semana
42,20160056,1,2016-04-26,2016,4,26,04:45:00,Madrugada,AV LUIS MARIA CAMPOS 30,AVENIDA,"CAMPOS, LUIS M. AV.",30.0,14,-58.42957885,-34.57660058,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,4,Tuesday,Dia_de_Semana
43,20160058,1,2016-05-04,2016,5,4,14:00:00,Tarde,LIMA 1471,CALLE,LIMA,1471.0,1,-58.38247542,-34.62556293,PEATON-MOTO,PEATON,MOTO,14,Wednesday,Dia_de_Semana
44,20160059,1,2016-05-08,2016,5,8,16:30:00,Tarde,PASAJE CIUDADELA Y LIMA OESTE,CALLE,CIUDADELA,cruce_de_calles,1,-58.38222219,-34.62728101,PEATON-PASAJEROS,PEATON,PASAJEROS,16,Sunday,Fin_de_Semana
45,20160064,1,2016-05-14,2016,5,14,18:11:00,Tarde,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,"JUSTO, JUAN B. AV.",cruce_de_calles,10,-58.49485242,-34.62953445,PEATON-PASAJEROS,PEATON,PASAJEROS,18,Saturday,Fin_de_Semana
46,20160065,1,2016-05-20,2016,5,20,14:40:00,Tarde,AV GAONA Y ESPINOSA,AVENIDA,GAONA AV.,cruce_de_calles,6,-58.45227946,-34.61068024,PEATON-AUTO,PEATON,AUTO,14,Friday,Dia_de_Semana
47,20160067,1,2016-05-21,2016,5,21,17:00:00,Tarde,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,"DE LA TORRE, LISANDRO",cruce_de_calles,8,-58.48455411,-34.67512760,MOTO-PASAJEROS,MOTO,PASAJEROS,17,Saturday,Fin_de_Semana
48,20160068,1,2016-05-22,2016,5,22,22:00:00,Noche,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",cruce_de_calles,2,-58.39056593,-34.58418569,MOTO-PASAJEROS,MOTO,PASAJEROS,22,Sunday,Fin_de_Semana
49,20160069,1,2016-05-23,2016,5,23,03:30:00,Madrugada,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,ENTRE RIOS AV.,cruce_de_calles,3,-58.39118948,-34.62704273,AUTO-CARGAS,AUTO,CARGAS,3,Monday,Dia_de_Semana
50,20160073,1,2016-06-11,2016,6,11,15:00:00,Tarde,MAGARIÑOS CERVANTES 3900,CALLE,"MAGARI?OS CERVANTES, A.",3900.0,10,-58.49021952,-34.62025108,MOTO-CARGAS,MOTO,CARGAS,15,Saturday,Fin_de_Semana
51,20160074,1,2016-06-12,2016,6,12,06:40:00,Madrugada,AV GRAL PAZ Y RODOLFO SCAPINO,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,8,-58.49896559,-34.67732118,AUTO-AUTO,AUTO,AUTO,6,Sunday,Fin_de_Semana
52,20160075,1,2016-06-12,2016,6,12,23:13:00,Noche,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,cruce_de_calles,8,-58.47461076,-34.66874679,PEATON-AUTO,PEATON,AUTO,23,Sunday,Fin_de_Semana
55,20160078,1,2016-06-13,2016,6,13,23:01:00,Noche,AV BELGRANO Y AV JUJUY,AVENIDA,BELGRANO AV.,cruce_de_calles,3,-58.40491455,-34.61463830,MOTO-MOTO,MOTO,MOTO,23,Monday,Dia_de_Semana
53,20160076,1,2016-06-13,2016,6,13,16:20:00,Tarde,AV SAN MARTIN Y CAMARONES,AVENIDA,SAN MARTIN AV.,cruce_de_calles,15,-58.46210891,-34.60356211,PEATON-PASAJEROS,PEATON,PASAJEROS,16,Monday,Dia_de_Semana
54,20160077,1,2016-06-13,2016,6,13,21:52:00,Noche,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",cruce_de_calles,1,-58.37027770,-34.60536123,PEATON-PASAJEROS,PEATON,PASAJEROS,21,Monday,Dia_de_Semana
56,20160079,1,2016-06-16,2016,6,16,17:13:00,Tarde,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,13,-58.45504154,-34.54864492,AUTO-AUTO,AUTO,AUTO,17,Thursday,Dia_de_Semana
57,20160080,1,2016-06-18,2016,6,18,06:42:00,Madrugada,AV GRAL PAZ Y AV RIVADAVIA,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,9,-58.52927982,-34.63931752,AUTO-SD,AUTO,SD,6,Saturday,Fin_de_Semana
58,20160081,1,2016-06-22,2016,6,22,07:42:00,Mañana,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,"LARRALDE, CRISOLOGO AV.",cruce_de_calles,12,-58.48721060,-34.55904606,MOTO-AUTO,MOTO,AUTO,7,Wednesday,Dia_de_Semana
59,20160082,1,2016-06-27,2016,6,27,18:24:00,Tarde,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,2384.0,4,-58.42273092,-34.64228803,PEATON-AUTO,PEATON,AUTO,18,Monday,Dia_de_Semana
60,20160083,1,2016-06-28,2016,6,28,20:46:00,Noche,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",cruce_de_calles,6,-58.44788671,-34.62539009,PEATON-MOTO,PEATON,MOTO,20,Tuesday,Dia_de_Semana
62,20160085,1,2016-06-29,2016,6,29,22:00:00,Noche,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",cruce_de_calles,4,-58.42378834,-34.65734100,MOTO-MOVIL,MOTO,OTRO,22,Wednesday,Dia_de_Semana
61,20160084,1,2016-06-29,2016,6,29,22:00:00,Noche,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",cruce_de_calles,1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PEATON,PASAJEROS,22,Wednesday,Dia_de_Semana
63,20160086,1,2016-06-30,2016,6,30,16:10:00,Tarde,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,cruce_de_calles,10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PEATON,PASAJEROS,16,Thursday,Dia_de_Semana
64,20160087,1,2016-07-02,2016,7,3,00:10:00,Madrugada,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,cruce_de_calles,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,0,Saturday,Fin_de_Semana
65,20160088,1,2016-07-11,2016,7,11,15:30:00,Tarde,CERETTI Y NUÑEZ,CALLE,CERETTI,cruce_de_calles,12,-58.50151750,-34.56767549,PEATON-AUTO,PEATON,AUTO,15,Monday,Dia_de_Semana
66,20160089,1,2016-07-14,2016,7,14,06:40:00,Madrugada,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",cruce_de_calles,13,-58.43233425,-34.55185825,PEATON-AUTO,PEATON,AUTO,6,Thursday,Dia_de_Semana
67,20160090,1,2016-07-14,2016,7,14,22:00:00,Noche,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",cruce_de_calles,5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS,22,Thursday,Dia_de_Semana
68,20160092,1,2016-07-15,2016,7,15,11:00:00,Mañana,AV GRAL PAZ Y AV LIBERTADOR ,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,13,-58.46743471,-34.53476874,MOTO-CARGAS,MOTO,CARGAS,11,Friday,Dia_de_Semana
69,20160093,1,2016-07-17,2016,7,17,03:30:00,Madrugada,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",cruce_de_calles,6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,AUTO,3,Sunday,Fin_de_Semana
70,20160095,1,2016-07-23,2016,7,23,06:12:00,Madrugada,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,cruce_de_calles,11,-58.51713095,-34.59546519,MOTO-AUTO,MOTO,AUTO,6,Saturday,Fin_de_Semana
71,20160096,1,2016-07-25,2016,7,25,07:00:00,Mañana,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,cruce_de_calles,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,MOTO,CARGAS,7,Monday,Dia_de_Semana
72,20160097,1,2016-07-26,2016,7,26,18:45:00,Tarde,SOLIS Y MEXICO,CALLE,SOLIS,cruce_de_calles,1,-58.39038605,-34.61562810,PEATON-AUTO,PEATON,AUTO,18,Tuesday,Dia_de_Semana
73,20160098,1,2016-07-27,2016,7,27,16:08:00,Tarde,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,cruce_de_calles,3,-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS,16,Wednesday,Dia_de_Semana
74,20160099,1,2016-07-29,2016,7,29,16:00:00,Tarde,AV GRAL MOSCONI Y AV GRAL PAZ,AVENIDA,MOSCONI GENERAL AV.,cruce_de_calles,11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS,16,Friday,Dia_de_Semana
75,20160100,1,2016-08-03,2016,8,3,23:27:00,Noche,AV GRAL PAZ  Y DONADO,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,23,Wednesday,Dia_de_Semana
76,20160101,1,2016-08-07,2016,8,7,19:42:00,Tarde,AV GRAL PAZ Y JORGE CHAVEZ,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,9,-58.52932872,-34.65014993,SD-SD,SD,SD,19,Sunday,Fin_de_Semana
77,20160102,1,2016-08-10,2016,8,10,23:37:00,Noche,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.",cruce_de_calles,9,-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS,23,Wednesday,Dia_de_Semana
78,20160104,1,2016-08-14,2016,8,14,21:15:00,Noche,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,cruce_de_calles,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS,21,Sunday,Fin_de_Semana
79,20160105,1,2016-08-17,2016,8,17,00:05:00,Madrugada,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",cruce_de_calles,15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS,0,Wednesday,Dia_de_Semana
80,20160106,1,2016-08-19,2016,8,19,21:02:00,Noche,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",cruce_de_calles,1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,21,Friday,Dia_de_Semana
81,20160107,1,2016-08-20,2016,8,20,08:22:00,Mañana,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,cruce_de_calles,4,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,8,Saturday,Fin_de_Semana
82,20160109,1,2016-08-24,2016,8,24,05:45:00,Madrugada,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,cruce_de_calles,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,5,Wednesday,Dia_de_Semana
83,20160110,1,2016-08-24,2016,8,24,20:21:00,Noche,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",cruce_de_calles,9,-58.51232237,-34.65903530,PEATON-SD,PEATON,SD,20,Wednesday,Dia_de_Semana
84,20160111,1,2016-08-25,2016,8,25,09:30:00,Mañana,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,cruce_de_calles,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,9,Thursday,Dia_de_Semana
86,20160113,1,2016-08-27,2016,8,27,16:45:00,Tarde,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",cruce_de_calles,9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS,16,Saturday,Fin_de_Semana
85,20160112,1,2016-08-27,2016,8,27,04:40:00,Madrugada,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,cruce_de_calles,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,4,Saturday,Fin_de_Semana
87,20160114,1,2016-08-31,2016,8,31,11:20:00,Mañana,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",1410.0,14,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS,11,Wednesday,Dia_de_Semana
88,20160115,1,2016-09-02,2016,9,2,11:50:00,Mañana,ARIAS Y TRONADOR,CALLE,ARIAS,cruce_de_calles,12,-58.48935041,-34.54917673,SD-CARGAS,SD,CARGAS,11,Friday,Dia_de_Semana
89,20160116,1,2016-09-02,2016,9,2,20:20:00,Noche,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,cruce_de_calles,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,20,Friday,Dia_de_Semana
90,20160117,1,2016-09-03,2016,9,3,15:30:00,Tarde,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,15,Saturday,Fin_de_Semana
91,20160118,1,2016-09-04,2016,9,4,03:30:00,Madrugada,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,cruce_de_calles,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,3,Sunday,Fin_de_Semana
92,20160119,1,2016-09-04,2016,9,4,06:40:00,Madrugada,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",cruce_de_calles,12,-58.49659234,-34.56353635,SD-SD,SD,SD,6,Sunday,Fin_de_Semana
93,20160122,1,2016-09-13,2016,9,13,07:10:00,Mañana,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",4233.0,9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,7,Tuesday,Dia_de_Semana
94,20160123,1,2016-09-14,2016,9,14,09:00:00,Mañana,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,cruce_de_calles,7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,9,Wednesday,Dia_de_Semana
95,20160124,1,2016-09-16,2016,9,16,15:24:00,Tarde,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,cruce_de_calles,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,15,Friday,Dia_de_Semana
96,20160125,1,2016-09-17,2016,9,17,12:14:00,Mañana,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,cruce_de_calles,10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,12,Saturday,Fin_de_Semana
97,20160126,2,2016-09-18,2016,9,18,22:45:00,Noche,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,cruce_de_calles,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,22,Sunday,Fin_de_Semana
98,20160127,1,2016-09-24,2016,9,24,10:25:00,Mañana,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",cruce_de_calles,8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,10,Saturday,Fin_de_Semana
99,20160128,1,2016-10-02,2016,10,2,11:30:00,Mañana,CASTRO Y AV PAVON,AVENIDA,CASTRO,cruce_de_calles,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PEATON,PASAJEROS,11,Sunday,Fin_de_Semana
100,20160130,1,2016-10-04,2016,10,4,12:30:00,Mañana,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,cruce_de_calles,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,12,Tuesday,Dia_de_Semana
101,20160131,1,2016-10-09,2016,10,9,19:13:00,Tarde,MIRAVE 3500,CALLE,MIRAVE,3500.0,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,19,Sunday,Fin_de_Semana
102,20160132,1,2016-10-10,2016,10,10,02:30:00,Madrugada,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,cruce_de_calles,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,2,Monday,Dia_de_Semana
103,20160133,1,2016-10-14,2016,10,14,00:05:00,Madrugada,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,cruce_de_calles,14,-58.40204698,-34.58342690,MOTO-AUTO,MOTO,AUTO,0,Friday,Dia_de_Semana
104,20160134,1,2016-10-23,2016,10,23,05:00:00,Madrugada,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,cruce_de_calles,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,5,Sunday,Fin_de_Semana
105,20160135,1,2016-10-24,2016,10,24,05:00:00,Madrugada,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",cruce_de_calles,14,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD,5,Monday,Dia_de_Semana
107,20160137,1,2016-10-25,2016,10,25,00:39:00,Madrugada,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,cruce_de_calles,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,0,Tuesday,Dia_de_Semana
106,20160136,1,2016-10-25,2016,10,25,00:00:00,Madrugada,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,cruce_de_calles,4,.,.,MOTO-CARGAS,MOTO,CARGAS,0,Tuesday,Dia_de_Semana
108,20160138,1,2016-10-27,2016,10,27,20:30:00,Noche,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,cruce_de_calles,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,20,Thursday,Dia_de_Semana
109,20160139,1,2016-10-28,2016,10,28,23:00:00,Noche,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",cruce_de_calles,14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,23,Friday,Dia_de_Semana
110,20160140,1,2016-10-31,2016,10,31,02:58:00,Madrugada,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,cruce_de_calles,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2,Monday,Dia_de_Semana
111,20160142,1,2016-11-05,2016,11,5,23:30:00,Noche,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,23,Saturday,Fin_de_Semana
112,20160143,1,2016-11-06,2016,11,6,04:41:00,Madrugada,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,cruce_de_calles,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD,4,Sunday,Fin_de_Semana
113,20160144,1,2016-11-07,2016,11,7,12:10:00,Mañana,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",984.0,4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,12,Monday,Dia_de_Semana
114,20160145,1,2016-11-07,2016,11,7,20:56:00,Noche,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,20,Monday,Dia_de_Semana
115,20160146,1,2016-11-09,2016,11,9,20:00:00,Noche,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,cruce_de_calles,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,20,Wednesday,Dia_de_Semana
117,20160148,1,2016-11-16,2016,11,16,22:20:00,Noche,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,4895.0,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,22,Wednesday,Dia_de_Semana
116,20160147,1,2016-11-16,2016,11,16,21:15:00,Noche,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,cruce_de_calles,1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,21,Wednesday,Dia_de_Semana
118,20160150,1,2016-11-18,2016,11,18,18:20:00,Tarde,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",cruce_de_calles,4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,18,Friday,Dia_de_Semana
